1,2,3,4,5,6,7,8
50.3707,28.4363,19.4253,26.2256,22.9331,19.7491,25.204,26.9415
49.3684,27.4138,18.5852,29.227,23.7637,21.7219,26.0978,26.8812
71.3667,41.8337,29.539,41.4873,39.2057,31.5662,38.1923,37.1664
71.0206,80.0217,56.3042,69.4268,84.9929,61.6365,61.6339,73.0027
58.3271,65.7669,57.1248,57.4866,46.6486,43.2105,54.3688,51.0684
57.9754,35.0347,24.3218,34.1153,28.0311,23.7492,34.1955,33.1445
