1,2,3,4,5,6,7,8
0.469393,0.260219,0.178977,0.231057,0.208355,0.181413,0.193058,0.196999
0.462365,0.258299,0.175686,0.252075,0.20756,0.177817,0.191762,0.180896
0.687729,0.389075,0.264797,0.46951,0.388227,0.323517,0.362964,0.36719
0.6849,0.824393,0.630985,0.55903,0.549017,0.512134,0.515138,0.475584
0.470465,0.509372,0.350315,0.383811,0.367668,0.31437,0.359213,0.321356
0.466623,0.278114,0.190962,0.216237,0.22334,0.188672,0.229131,0.219322
