1,2,3,4,5,6,7,8
68.9435,41.5312,29.7924,29.5568,24.8442,23.83,23.7694,23.4177
56.972,29.2092,20.2481,22.7533,24.8208,21.0675,21.4958,21.1524
149.619,77.2311,56.3418,56.0821,51.2179,47.9171,48.2322,48.1841
148.008,163.153,109.588,76.9565,62.9118,52.6488,54.4916,54.172
29.9986,32.8259,22.3705,24.1346,21.3529,19.3978,19.6348,19.8231
29.6981,18.0958,16.9585,16.1297,13.886,11.9556,12.0732,12.0618
