1,2,3,4,5,6,7,8
6.23258,3.48444,2.42122,3.66399,2.97047,4.10529,6.602,7.08917
6.20273,3.53585,2.38902,3.68434,2.99653,5.02316,6.48389,6.28814
7.91397,4.8731,3.57016,5.70658,5.57047,6.50047,9.14202,8.51715
8.34093,10.5419,18.4439,14.412,12.7543,11.029,14.6607,14.2404
7.63656,13.1271,8.34934,7.08926,6.72445,5.71039,10.9151,12.1386
7.74122,4.51087,3.12755,4.74374,3.66672,4.49126,7.00213,6.904
